code,course_name,description
SURV751,Introduction to Big Data and Machine Learning,Prerequisite: Familiarity with the statistical software R. Restriction: Permission of BSOS-Joint Program in Survey Methodology department.  Additional information: Familiarity with model building and model selection as well as the R program is not required but could also be helpful. Students without prior knowledge in R should plan on using free online resources to make themselves familiar with the basics of this statistical programming language.
SURV752,Introduction to Data Visualization,Prerequisite: Basic statistics understanding and bivariate linear regression.  Recommended: Experience in the use of statistical software package R.  Restriction: Permission of BSOS-Joint Program in Survey Methodology department.
SURV772,Survey Design Seminar,Credit only granted for: (SURV770 and SURV771) or SURV772.  Formerly: SURV770 and SURV771.
TDPS201,Introduction to Technical Production,Restriction: Must be in a major within the ARHU-Dance department; or must be in a major within the ARHU-Theatre department.  Credit only granted for: DANC210 and  THET114 or TDPS201.  Formerly: DANC210 and THET114.
TDPS201,Introduction to Technical Production,Restriction: Must be in a major within the ARHU-Dance department; or must be in a major within the ARHU-Theatre department.  Credit only granted for: DANC210 and  THET114 or TDPS201.  Formerly: DANC210 and THET114.
TDPS362,Alexander Technique,"Prerequisite: THET222, THET116, THET223, and TDPS201; or (DANC218 and DANC219). And permission of ARHU-School of Theatre, Dance & Performance Studies department.  Credit only granted for: THET399J, THET362 or TDPS362.  Formerly: THET399J and THET362."
THET110,Introduction to the Theatre,"In the age of pop music and blockbuster films, of memes and viral videos, we often forget that theatre was one of the original forms of popular entertainment.   We will focus on theatre practitioners including actors, directors, designers and backstage personnel to understand how theatre is produced.  We will also consider popular entertainment in Europe and America, with a particular focus on musical theatre and Broadway to explore how theatre communicates, resonates, and remains relevant to all audiences."
THET110,Introduction to the Theatre,"In the age of pop music and blockbuster films, of memes and viral videos, we often forget that theatre was one of the original forms of popular entertainment.   We will focus on theatre practitioners including actors, directors, designers and backstage personnel to understand how theatre is produced.  We will also consider popular entertainment in Europe and America, with a particular focus on musical theatre and Broadway to explore how theatre communicates, resonates, and remains relevant to all audiences."
THET116,Fundamentals of Theatrical Design,"Restriction: Permission of ARHU-School of Theatre, Dance & Performance Studies department."
THET222,Foundations of Acting and Performance,"Restriction: Permission of ARHU-School of Theatre, Dance & Performance Studies department."
THET223,Text and Context in Western Theatre,"Restriction: Permission of ARHU-School of Theatre, Dance & Performance Studies department."
THET251,Broadway Mashup: Remixing America Through Musical Theater,"Interrogate musical theater's political history, investigating how this uniquely American genre uses narrative, song, and dance to weave critical differences across race, ethnicity, immigration status, religion, gender, sexuality, and ability into our national fabric."
THET285,The Art of Communication and Presentation,"Credit only granted for: COMM107, COMM200, INAG110, JOUR130, or THET285."
THET294,Black Theatre and Performance II,Restriction: Sophomore standing or higher.
THET310,Voice for the Actor I,"Prerequisite: THET116, THET222, THET223, and TDPS201; and must Interview; and permission of ARHU-School of Theatre, Dance & Performance Studies department.  Restriction: Sophomore standing or higher."
THET326,Viewpoints,"Prerequisite: THET222, THET223, THET116, and TDPS201; and permission of ARHU-School of Theatre, Dance & Performance Studies department.  Credit only granted for: THET328V or THET326.  Formerly: THET328V."
THET377,Lighting Design I,"Prerequisite: THET222, THET223, and THET116. And THET114; or TDPS201; or permission of ARHU-School of Theatre, Dance & Performance Studies department."
THET383,Costume Design I,"Prerequisite: TDPS201 or THET114; and (THET116, THET222, and THET223). Or permission of ARHU-School of Theatre, Dance & Performance Studies department."
THET386,Experiential Learning,"Restriction: Junior standing or higher; and permission of ARHU-School of Theatre, Dance & Performance Studies department."
THET391,Theatre History II,"Prerequisite: Permission of ARHU-School of Theatre, Dance & Performance Studies department."
THET440,Advanced Playwriting,"Prerequisite: THET340; or permission of instructor. And permission of ARHU-School of Theatre, Dance & Performance Studies department. Restriction: Permission of ARHU-School of Theatre, Dance & Performance Studies department.  Credit only granted for: THET440 or THET499P. Formerly: THET499P."
THET452,Musical Theatre Workshop II,"Prerequisite: Must audition.  Restriction: Permission of ARHU-School of Theatre, Dance & Performance Studies department."
THET471,Design Studio in Scenery,"Prerequisite: THET371; and permission of ARHU-School of Theatre, Dance & Performance Studies department.  Jointly offered with THET639.  Credit     only granted for: THET471 or THET639."
THET474,Advanced Stage Management,"Prerequisite: THET114 or TDPS201; and (THET116, THET222, THET223, and THET274); and permission of ARHU-School of Theatre, Dance & Performance Studies department.  Restriction: Permission of ARHU-School of Theatre, Dance & Performance Studies department; and sophomore standing or higher."
THET477,Design Studio in Lighting,"Prerequisite: THET377; and permission of ARHU-School of Theatre, Dance & Performance Studies department.  Jointly offered with THET659.  Credit     only granted for: THET477 or THET659."
THET672,Theory of Visual Design in Scenery,A historical and theoretical study of design practices in performing arts with an emphasis in scene design and interpretation.
THET712,Historical Research Methods and Historiography in Theatre,Prerequisite: THET700.  Formerly: PCOM712.
TLPL101,Inquiry Approach to Teaching STEM (Step 1),Additional information: Students must allow for a three-hour window between 7:45 AM and 3:15 PM in their schedule for field experiences in a local school 3-4 times during the semester. A background check is required and will be facilitated by the Terrapin Teacher program coordinator.
TLPL101,Inquiry Approach to Teaching STEM (Step 1),Additional information: Students must allow for a three-hour window between 7:45 AM and 3:15 PM in their schedule for field experiences in a local school 3-4 times during the semester. A background check is required and will be facilitated by the Terrapin Teacher program coordinator.
TLPL102,Inquiry Teaching of STEM in Middle School,"Prerequisite: Must have completed TLPL101.  Additional information: Attendance at each class session will be vital to student success in the course.  To complete the observations and lessons, students must allow a three hour block of time during the local middle school operational hours from 7:45 am to 3:15 pm.  A background check is required."
TLPL202,Good Stories: Teaching Narratives for Peace and Justice,Credit only granted for: EDCI246 or TLPL202.  Formerly: EDCI246.
TLPL250,Historical and Philosophical Perspectives on Education,Credit only granted for: EDPS210 or TLPL250.  Formerly: EDPS210.
TLPL251,Introduction to Teaching,Credit only granted for: EDCI280 or TLPL251.  Formerly: EDCI280.
TLPL252,"Students, Schooling, and Communities",Corequisite: TLPL251.  Credit only granted for: EDCI297 or TLPL252. Formerly: EDCI297.
TLPL300,Digital Learning Tools and Communities,Restriction: Minimum cumulative GPA of 2.75; and must be in one of the following programs (Elementary Education; Secondary Educ: Social Studies; Secondary Educ: Art; Secondary Educ: Mathematics; Secondary Educ: Science; Secondary Educ: English Language Arts; Secondary Educ: Foreign Languages).  Credit only granted for: EDCI385 or TLPL300. Formerly: EDCI385.
TLPL332,Arts Integration in Elementary Classrooms,"Corequisite: TLPL362, EDCI362, TLPL361, and EDCI489.  Restriction: Must be in Elementary Education program; and minimum cumulative GPA of 2.75. Or permission of EDUC-Teaching and Learning, Policy and Leadership department.  Credit only granted for: TLPL306 or TLPL332.  Formerly: TLPL306."
TLPL340,Introduction to Children's Literature and Critical Literacy,Restriction: Must be in Elementary Education program; or must be a Pre-Education Major.  Credit only granted for: EDCI443 or TLPL340. Formerly: EDCI443.
TLPL360,Foundations of Education,Credit only granted for: EDPS301 or TLPL360.  Formerly: EDPS301.
TLPL361,Principles and Methods of Teaching in Elementary Schools,"Corequisite: EDCI322, EDCI362, TLPL306, and EDCI489.  Restriction: Must be in Elementary Education program; and minimum cumulative GPA of 2.75. Or permission of EDUC-Teaching and Learning, Policy and Leadership department.  Credit only granted for: EDCI397 or TLPL361.  Formerly: EDCI397."
TLPL362,Curriculum and Instruction in Elementary Education: Social Studies,"Corequisite: EDCI362, TLPL361, EDCI489, and TLPL306.  Restriction: Must be in Elementary Education program; and minimum cumulative GPA of 2.75. Or permission of EDUC-Teaching and Learning, Policy and Leadership department.  Credit only granted for: EDCI322 or TLPL362.  Formerly: EDCI322."
TLPL421,Practices in Secondary School Science Teaching,"Prerequisite: TLPL425.  Corequisite: EDCI471 and EDCI474.  Restriction: Permission of EDUC-Teaching and Learning, Policy and Leadership department; and must be in Secondary Educ: Science program. Or minimum cumulative GPA of 2.75.  Credit only granted for: TLPL421 or EDCI480. Formerly: EDCI480."
TLPL424,Interdisciplinary Teaching in the Middle Grades II,Prerequisite: EDCI360 and TLPL423.  Corequisite: TLPL476 and EDCI460. Restriction: Minimum cumulative GPA of 2.5; and must be in the Middle School Teacher Education Program.  Credit only granted for: EDCI414 or TLPL424.  Formerly: EDCI414.
TLPL435,Art Education Methods I,"Restriction: Minimum cumulative GPA of 2.75; and permission of EDUC-Teaching and Learning, Policy and Leadership department. And must be in Secondary Educ: Art program; or must be in Secondary Educ: Art pre-major program.  Credit only granted for: EDCI405 or TLPL435. Formerly: EDCI405."
TLPL437,Studio Processes and Materials: 3D,Restriction: Must be in Secondary Educ: Art program; or must be a Pre-Art Education Major.  Credit only granted for: EDCI407 or EDCI437. Formerly: EDCI407.
TLPL441,Pedagogy of Teaching English Language Learners,Credit only granted for: EDCI434 or TLPL441.  Formerly: EDCI434.
TLPL443,Understanding Cross-Cultural Communication for Teaching English Language Learners,Credit only granted for: EDCI436 or TLPL443.  Formerly: EDCI436.
